index,message
52798,report kpz 07 4 be asshole !!!!
19406,say something about arty
51731,deszcze nie spokojne potargaly sad a ja musze tym zlomem dzisiaj grac
20411,ez
33047,pussy party in Ho
34951,gg
26345,pew pew canion :(
37678,12 move over
41612,is6 wth????
24863,cap
13446,just in case
42744,you8 too
42230,can i?
9766,can I arty? MISSION
48177,pissing about doing nothing
21707,3 big pusys .. . on D row
54526,haha
19788,rip is3
25581,wtf
26753,cunts
1780,omg t29 really ?
48568,thx gj mf
2744,*** elc
12805,told you not to go there...
32936,Засвет в квадрате H3!!!
10855,fu camper
21926,I've been spotted in G10!
33642,do you have balls?
7999,if it kills my 2k rig i kill their faces
9402,直接包饺子
21939,not gonna hapen
3761,good
26832,бабаху)
48694,this thing is too shit to warrant effort
50007,try i push
20923,yes
22884,gg
33566,this game is so trash
12798,its over
35043,gj lt
35414,yea
39503,spierdalaj
54080,realy???
49402,hit e75
42180,HappyPancake
41998,y
12619,cap and wait
14427,stfu use HP chiken camper
9584,nice pos
33470,come on scout
45242,Засвет в квадрате G7!!!
50674,fv
54348,go
37310,arty pls
43479,campers
20090,spottttttttt
41388,banda zmrdú
23670,gg
21443,welp i took the eyes out
25274,Im Spotted at J7!
46910,those two
18764,GRILLE 15 REPORTED
40940,no cap pls
40799,lucky^^
47551,pfff
44016,EZ KOOLO
9429,Im Spotted at G9!
27055,gg
12107,gg
12409,делай как я
16827,and he's a scout
10514,FUCK YOU
44571,poha
50319,i didnt mean to
42019,spot !!!
21599,??
50028,thx t95
44802,niekas nice spot hah
18130,im on my side
39886,Im Spotted at H1!
18962,I've been spotted in G2!
20188,6
49898,bis !
51954,so litle dpm
37146,cupola
18655,Im Spotted at J0!
4926,w
53759,mmmmmmmmmm
38994,the desired gangbang
43965,gg loser shits
51144,taking spotting equip for forest
46798,foch
25929,мой пидор твой рот шатал
13857,rybizku ty si lopata
3850,why did you miss
52155,arty obt 257
20284,xDDDDDD
50217,colonne 0
16169,realy only idots
10419,farming
37949,vui ma
49498,veni a hacer soporte al amx
46878,i will follow
19839,not safe
24580,fucking map
29760,gg
51747,gg
34221,nobs
54183,Im spotted at J9!
33361,idiot
23316,I hit him twice
19348,gg
21845,i go
17481,skorpion... move it
42269,"lol, after 100k EXP FIRST TIME crap prince at top xD"
2214,ns
36253,gg
20397,sta totaly useless
33556,so fucking boring to play with fucktards
22554,животное анскильное
29701,удачи ребят бог есть вы вечны проверил
32185,gg
44437,campers either shit or get off the pot and do something
42967,Real tanks suck
26828,their
50955,gg
14891,obj
10038,team lol :)
32230,all at the same time
8387,careful... grille = maybe onehit... and bishop = fast shoting
48428,Ups! Im Spotted at D2!
24922,105 ти в гараж:)
4358,like pick one for christmas or?
47068,Im Spotted at J6!
49169,spotted
35295,every
34757,where leo?
26821,gj team
9154,100%
29299,bitch
5045,wtf
6581,"we know, that's why we need you to be a HT duh"
26484,bah flipped
11098,char in the south
26428,total idiots
33859,мені пезда
24243,lol
26856,fuck bishop
37367,gg
29346,#ERROR!
28828,skoda hill]
40917,welcome to wot :D
27673,i go spot in the middle
34612,долбаеб
42857,but we know what assuming does if we‘re wrong
31518,?)
45794,expected
20721,double boom
45076,nomnonomnomnom
7996,nice
32906,ахаххаха
21154,vamos a ganar putarraqcos
22026,after reload ill go for flank
27485,GJ WE WON
45508,ikv did you find something in the bush?
49777,ofc
43549,amx some help?
28644,uff xd
34156,277 moron spot
29502,for mission
37266,gg
52971,viva bot
11321,I am spotted at K1!
2523,crush all fasciste americain
16569,tortoise..
18320,bot reported
50601,REPORT AMX
51819,wp
8801,MIGHT THINK ABOUT KILLING THAT SCOUT SOMETIME TODAY
3868,туда
15007,cap cap cap
26589,ясноэ
29849,artileurbfey
33199,to many idiots
54276,lol
22314,lol
14667,find arty e25
47835,tiger II never spottet
19364,hill?
8684,mother
22242,stb1 idiot
39247,whats the plan?
51704,m2y
39129,lagging
38319,report ebr
22253,lt idiot
27240,*** GO MAN
34003,going to let me move yet 54?
22706,K1*
23925,6.4k spot nice
32183,just kill
42612,thanks
42978,why alll one side
16363,?????
16093,kranvagn?
20581,we lose hellcat
15741,atck delete idiot
38312,i try
18996,whori
18838,Im Spotted at F8!
20429,hope you will like it
35464,we do stioll have 2 afk Tier Xs in base
13764,ad
24085,you are not able spot TD without camo
34135,DON‘T ALL SIT IN THE FREAKING CORNER
34492,brainless -_-
49297,bz report
8239,arty there
45962,hfhf
12215,hfhf
14444,every kid with 2 gunmarks on char
29032,сука как он просветил меня
24586,why?
6551,idiotz
25052,go 4 10k
10297,skorpion u got full hp
1045,87
49705,261
7588,а їбать де лт
6866,get down amx
13062,нахуй эту помойку
11605,tIGER LOL
7947,stop camping
26604,they are looking at me..
2126,gg
47206,use he
45638,gg
16149,mhm
5559,pray TO Allah
15701,5242 настрелял
28395,;)
32778,coward
9330,nice job guys
30964,he come
38723,низкий поклон
48290,i will report
29503,gg
43044,clickers*
33438,arty
30928,...I...
25278,gege
11505,ltg
46991,yeah
28787,now watch
33806,bisonte idiot
30556,all or nothing
32007,8k xd
27120,WZ 111
35436,watch out ofr blobs of seaweed
23082,щя постучу им в бутку
50491,Uninstall this game and play with dolls poor noob!!!
36214,base
30637,all these poor setters...
10200,sorry not sorry
16909,DUIMBASS
8947,and now dead
51059,what a piece of crap team
41201,look mini map
7144,now &lt;you arty ;D
20930,\куда ТТ ?
10154,cs??
6228,please A0 NOT K1!!!
2074,let them push
15298,gg all
4139,gg
14511,and sftu :)
10199,he stole my kill
40152,Come in the base
31204,valeu
37382,gg
50210,yes u are right
35902,іегзшв
50969,why
11467,"great, now, you are alone"
5474,Im Spotted at J8!
46246,no progetto go here
39669,dann laden wir mal die krassen 208 PenXD
21297,highroll
30854,take hill or go home
14027,You try ;)
10269,STUPOID IDIOTS
27832,xdd\
18625,LOST!
4547,Im Spotted at E6!
14747,camping behind me what a play
36487,on k line
54028,omg char
8111,Im Spotted at B2!
45785,gg
43379,absolute shit
36206,you‘re full hp
38577,gg
51254,both of you stfu up we havent won yet
14937,sorry
49579,????????
49494,need eyees on 152
2748,noob sdpotter
17816,they have e 25
14153,thx
8851,gogogo
7044,och arty...
49902,good job
24168,he is reload
32509,stipid
34596,vk ty kurwa debilu
50696,fucking moron
40862,going after their kv2
24350,113б
36358,gg
3459,retard
6861,wtf
41995,can some meds come with me ?
11248,vk there
12826,1k dmg
21983,all good?
50304,lol
40910,m12?
16150,man game already over when im there XD
42106,gg
40066,enjoy your horrible play
22902,blind
46616,gg 2 little cocksuckers
16396,i try
39038,gg
22747,ok. u lead
21997,gg
45829,instead of helping me he went hill
28061,all left side
40546,hahaha
4685,sry
25390,im not wrong
7557,arty just need one lucky hit and it will be a draw
1332,conway 我身上有迷彩嗎?
33083,Danke Team@
10858,cleverly.....
38406,got him
21884,мда
9028,"aa, you are dead, thats why"
34902,or hide behind centurion
52216,many times
8236,VK get in the fight
23789,lol gg IX next loss
6505,Im Spotted at F6!
35590,thx
16330,very hard when a Cromwell and T78 are spotting
40455,AT and scorp there.
22932,2 mins
8554,Im Spotted at A4!
34030,mongo team
21836,get spotted
12790,what are we doing?
3552,430u did u get lit
40096,wish it was given more turret armor tho
53953,amx flip me pls
28850,pathetic
44653,WP
21565,see the numbers enemys
50305,if we get rid of enemy light it will be easier
16785,xD
46541,hjurensohn
33841,y fkn kid loser....delete and play in youre sandbox
14632,gg
28996,ikv ?
50649,gg elc
34813,x
3756,Im Spotted at F5!
15797,63 + kari
50569,his gun is accurate he can snap ur cupola
43710,wtf dooing back &gt;?
15104,help heavy no?
12691,STRV MOVE
7081,winnable
20022,just keep him saying whits :)
47265,maybe a CC...
32869,:D
45359,well the rest of you do something
28493,???????
1264,you have to restart cap guys\
6838,nobbwz
13425,бота киньте стрв
49947,g
11812,куда поехали
38097,WP TEAM
10990,gG
33034,gg
19846,i trid
18402,WHAT A S.HIT ARTY IS THIS
25922,мамка твоя сходила и даунина родилась
29478,it sucks
10282,use he
17006,omg 2v6
28031,well hello again xd
27646,Im Spotted at D6!
20675,valentine go rush their arties
1014,bot
26467,lucky
18947,let me go you support
38286,he was afk
9785,Im Spotted at G7!
9877,nice
24186,yep
5977,BC pls
9934,go cap idiot
48247,sry
3129,arti halllooo
20687,theyre TDs with a shell arc
48913,trgra5 stopp shooting your team
7841,"you were a scout, you spent most of the game hiding in the rear. Even I advanced before you did"
39701,gg bour
5864,gg
16081,Leo pt aim pls
16655,no i chuj
21986,glhf
42197,i pushed first
51856,last shoot from k9
6605,907 idiot
53220,why the fuck
39375,ez game ez win T95 bedzie jechało pyr pyr pyr
48545,xD
17328,wtf lag
29842,what a bone
16623,yes
35214,wz go
28838,yea
21238,i hate this map
8985,suratini sikim senin enbesil oc
14932,he has ammo rack
47895,Im Spotted at F6!
5990,Im Spotted at G2!
33294,згоріть у пеклі тупні
12560,cant win 703
37993,gg
12859,lul
22617,go go
42777,"gl hf all, any1 gotta a light :|7"
20824,T28
5188,spotted
34929,I am spotted at K7!
4731,faster reload isn't always the best it seems.
26146,just keep pressure dont push
53145,cap
47033,"aidantheaidanest (Char Futur 4), you are blocking my target!"
13836,Im Spotted at A1!
30818,gg
52439,"thy, i needed this top gu"
16079,well played bisonte
41574,wooooooo
27680,Full hp???
12569,spotting the hevy crossing
47597,inskill
44479,nice
11673,gg
37192,just wait
9866,Засвет в квадрате J1!!!
33789,are you stupid
12744,elc maybe hete
44934,Красавець)))
1343,learn english bloddy hell
36177,gg
25101,3 moe :)
31961,watch for there arty
16754,ebr wake up idiot
50483,steyr hp ???
34771,some help left?
37673,dement
11997,:0
31555,engine destroyd -.-
37237,gg
18897,you hear me
52416,stug is threating me!
28769,dont act as lemmings
17682,i spot here
2185,go
21172,Im Spotted at B8!
27717,you are a cock blocking kill stealing shit bag and a cock smoker
16723,again
40250,lol
11203,dont push 1-2
8306,Im Spotted at F5!
34182,u are a fucking clicker
12765,gg
23601,sorry dont come with you heavys but i have STOCK gun cannot penetrate the enemy heavys
21546,ясно
1321,stfu kid
47463,you
3674,gg
47026,Im Spotted at J2!
2453,idiot team
38185,10
20148,u too &lt;3
16094,sleeping?
20468,van gough
26570,ебанные идиоты
4476,you will defo
34513,bots
21134,333 damage and you LEOI
23835,gg
27337,"Приветствую, пацаны заходите ко мне в клан (10 укреп), под плюшки, на складе около 300 резервов, обязаловки никакой нет! :)"
46867,харош)))
47750,arty
47315,gg\
2003,doh yeah
30351,NICE TEAM
38733,o7
49800,arty relocate
3488,Im Spotted at F7!
2858,KV go in town
53698,dont push skoda
46789,wtf
1344,im glad that htey fixed the mm
28436,were blind
25871,not without ELC
10382,Im Spotted at D3!
49503,alto lag
21455,their e3 will be a problem
10618,keep cool we have a sniper heavy in base
48389,nice one
14223,their bc 25 t ap understood this but you are too stupid to do so
45708,Gw panther
40871,scout
26996,ill stun the 4005
24179,shit happens
34444,morons
15147,good job guys)
34249,fuck support
17288,stupid KV3
42046,dont ever sell ur t54
51406,gg
1404,10
53837,60 TP is red bot
26066,carro and chief vs none reward tank.. nice
7450,bog mnogo voli retarde izgleda
39225,omg
16083,"PPTT, read ffs"
45833,gg
8355,gg
34765,NO
16890,How
36758,wp
10967,look at the map idiots
38443,the Ace of spades time for gamble ^^;-)
5832,Can you fucktards at the back actually hit something?
13059,и заживешь там
46348,gj
20317,sry mine
3789,u2
32807,no cap
30967,pz reported to wg
46811,WTF HOW ARE THEY NOT SPOTTED??????
32769,:D
40276,gg
42689,gg
29496,thx
13017,Yeah
5787,huuuuge
53693,vége 20 páncél
34619,рикошет блядь
39189,baza
15099,lol
43033,with you yes
39682,you guys are 6v3 down south there
28315,PIERDOLNIETA GRA
19095,i was help you :)
11762,sorry mate
28669,play the game
42569,13k in the Jackson... impressed
42248,go cap
3973,wtf object help the cobra
33316,nooni
44343,i see
38794,j panter
1568,thx BC
46570,прот
37579,sorry
5622,indi full kretin
12237,go t30 :)
13570,gssor go you are the best
51123,spg
3065,ghost shell
45048,gl
2424,amx cap maybe?
26751,each shot at premium wankers bounces
10911,gg spot nooobs
5078,danke hahaha
15858,some good into evil =)
39093,nvr would have though VK would end around
8698,running
46425,all in cap and win bros
9019,people
53635,base
22182,50TP
3124,gg
54016,wz
45077,tier X medium need to grow some fucking balls
24074,Bourrasque
2791,moooove
48351,"yeah , you hid"
44854,nj chaffee
7771,go here
14557,ну я тащил как мог
11021,ggs
6709,ary in thata rea I think
17152,watch out lt
31282,Im Spotted at E6!
33601,press the fucking W
33772,"t29 you are f,,,,,shit players"
26975,no shells
44008,there are more than these two tanks
48845,noob
41027,that rng
40612,gg
35895,sorry i couldnt do anything
32446,srg
16104,stfu and pllay
52119,gg
24311,focus
10913,palan...t
8145,MAUS move !!!!
43842,damn
31899,invite for medal
35138,thx
49407,no
48533,nice support
7284,too late
15520,leo baboon??
40492,i need 2 kills pplss
51052,he ctoü
38744,sia jai
35363,we can win this
35353,M53/M55 hit me
31620,"Ho Ri, are you being spotted?"
1856,report pls 279
11653,they 1 shot
43832,im a noob anyways
3285,vipera and gsor
20107,not normal
52901,jo?
21211,arta relocate
26425,udes spot pls
47596,Still crying
40354,thnaks arty
12060,die retard
12580,wow i cant believe he dominated u all over there
50645,burra spot
46504,fucking BOOT
16106,gg
40084,the problem is the spg and lit
1613,Im Spotted at K3!
46795,is go
10501,OMG
15334,cap grille ffs
27423,loss cause
36595,стой
14473,:d
9733,thsi team....
51962,Im Spotted at J5!
15394,вже здох
16903,i will push chief
4502,push
53255,fromage
7168,i will shut up.. but that arty... what a misser
39945,leo
48792,gg
16044,amasingly idiots
27856,no scouting :(
45699,go VK
40771,:ddd
22768,wait foe me
25004,i would die before get there
11616,empty
5214,BC ty
17267,gg
14804,...
3131,u retard
6674,ahahaha 1hp
8848,#
48153,cap ffs
27135,he must think Im cheating xD
9573,dumb
18807,gg
17131,kill the ebr please
38104,2 wins and 14 losses... just don‘t care anymore... sniping on this one...
8559,kurwa
49817,thank you all
3676,Засвет в квадрате G9!!!
8005,nice aimbot
48982,borrasque behind
47774,Im Spotted at J3!
54024,now 13 90
21964,30
51325,gg
35882,140 runrrr
34576,idiot kpz
13003,k gettem babes lol
19833,omg nice hori
5658,chuj wam w ryj skurwysyny cipy jebane
11742,Засвет в квадрате D4!!!
43979,snipe
39325,stay mid in bush
39803,just make smart moves
42229,60 cap points
47413,fall back type
33981,haizzz
1439,"hey assholes i sptot you protect me, fuxk you"
26550,7 k block
40247,nice
39395,gg
39911,i dont like these battles
1372,tnh will push
17222,keep them off cap and spot for arty
32521,E50 go to A1
22130,quiet im going in sneaky!
17455,gg
40110,leFH18B2 hit me
51753,idiot noob shit pőlayers
29834,idiot st V
11714,Really...
1320,your mum is bot and make you
39180,what plan is this?
52946,players like u are the reason its trash
3372,but i sold the type 4
33256,вы конченные твари
39787,MOVE
10772,шкода молодец
33384,"ahaha, talk shit, get hit"
46331,i ammo rack conqueror
53685,ty
37144,not enough for lowe
36141,lol
33142,your therapist will be proud of you
5973,WT please!!
33629,703 ur mom bot
19987,sa nauc hrat ... typicky Polak
54128,"wish they would stop &quot;updating""and fix this game"
5203,t50
28660,ya IS 3 is good
11108,cap
32540,vrajealaaa
24687,ı can send replay
45567,i cant spot
42927,tds fall back
45590,lol
9443,spot hellcat
44856,or bridge
1006,idiots
38333,gg
3980,bullshit
40399,Я обнаружен в K2!
3284,very nice
21957,i would try to hide if i was the arty
41438,F6
50422,yes he is flipped
46268,im not
53080,Im Spotted at B6!
17883,ahahhaha
8699,im eating guys chill
11678,wt push with me ?
41327,nice defend mode
30626,lol
17445,nice :)
27862,Leo and I are trying to stop the tanks here
51409,thx
35476,Im Spotted at E6!
32278,ae is a bot
36554,Засвет в квадрате B9!!!
44589,"dragonLordPrefece_32 (Bourrasque), you are blocking my target!"
23007,gg
41555,kemper
16604,low eff crap
19864,bounced of arty
7894,13 90 will kill us all
54291,omggg
18765,RHM PZW REPORTED
53138,ggg
28865,skill in enemy
42724,gj
15511,thx 3 k
34453,5k loss idiots
4448,cap e75
14614,wow
10087,hmm
46803,tvp
31028,gg
11204,bye
18184,ggs
35494,t30 u can help u know
11615,2 TVP idiots reported
6594,cappp
45090,go base pls
11421,up your ass
11893,Засвет в квадрате C9!!!
11944,to the bridge here
27304,must be T25
18680,"You got the mood prepared, go on and kiss the girl."
14625,okay
35820,kill mt first
3784,well played
21872,got greedy :D
48726,stay alive
35269,nice
29898,GJ ALL
30429,Im Spotted at J7!
21835,fking go
51649,me n is6 r slowly chipping awway
50537,why is arty still alive
53442,haha
52027,вк вперед
4080,gg
15978,someone pls cap
1212,Im Spotted at G8!
32437,sweet
2475,gg
18136,"fcking morons, delete this game idiots"
25734,dam man
24859,stay
10372,I've been spotted in D6!
2897,6 3
48333,omg
8342,ty boix
15146,gg... bye bots
10376,твп на два вістрела
32957,i cover from middle
10862,arty see left
16964,beach time :D
45369,fkn arta shoot only me
38838,gg
43087,their mauschen is yellow ours is red
3073,push mee
5722,sorry
19678,spotting here at start
53423,rep obj 705
51293,guys stop dying
17955,F
19049,2 arty
3335,Im Spotted at J3!
32685,you my friend hvae made it to my kos list
47230,раш
31083,woods spot pls
28717,ns
39595,one
18763,1390 bot
41511,hahahah
46455,o ni and t29 one hits
38119,my shot was heard around the world
7801,if i can only show next to you i will beat u to dead
25249,130pm at A7
32858,Засвет в квадрате B2!!!
50397,udes why u drive here and not there
9898,top gun
20098,wtf
28442,draw
50192,yop pak
31787,praise god
5730,om
25908,по прямой
6694,idiots
48107,all fine
1420,sry
20021,he is ape
3201,Just funny an arty player says win dip.
12045,easy
18949,cant believe that kv penned me. got lucky with he
29550,glhf
19962,youre welcome for the win
39326,:C
15956,Im Spotted at A2!
31560,this ide
9838,super
14135,wwf this map
23064,we be losing
31834,ща я только на нее телепортируюсб и сразу же захвачу
44448,6?
48111,hf
49891,gg
37905,discord
25126,gogogoog
38732,thanks
37745,hit water and 1 2 line there
34552,i think u su need go now
4983,spot the light
47753,I'm rushing the dip
14505,alla
8270,report kv 3
33799,idiot
22069,"not crying, just stating the fact, moron"
38647,"""drives premium tank"""
50236,K-2 ping bz ill blind fire him
38155,Засвет в квадрате B8!!!
21560,you should fall bacl
40139,he is troll report him
4754,fully aimed shots missing
31241,idiot BC... driving everywhhere for nothing
15691,Засвет в квадрате C0!!!
7417,you can do this!
24640,"I got 6k, what did you get?"
4937,they're charging
45397,idiot Wt
13344,elc were sopt??
30287,???
20082,sure
42333,gg
50842,are u spotted lion
6388,gg
28727,ало идиоты
35613,gg
9888,***
26883,report that as bot
13827,ggs
35033,Go
45441,love u pioh
51243,gg
12735,"f u all, idiots"
34189,learn to play the fucking maps tards
32533,rhm move
7974,styled on
51167,fotze
2508,Im Spotted at J7!
51151,:)
28429,gg
16582,арта свет дам
9380,Im Spotted at H8!
28403,чем мог
31141,ты мне не будешь указывать что делать
39011,gg arl
39037,gg
18430,tu fait quoi camper
17137,cant shoot in that dip matilda
52648,i have shoot
25699,ffs
27172,wow
52753,why
23389,if you drop you can move forward
10369,I've been spotted in C8!
8902,useless bot...
1228,he has moved
3178,Im Spotted at E4!
13664,"do your duty, report"
40211,"5,5 k"
37889,he was spotted whil driving
42026,nice
18227,getting there
49453,fucking bretards mediumns
16965,tiger u dumb fk xd
17537,hi fluffy!
29311,were pinned you numb nuts
36898,hsa algo
37728,gg
50271,fuck you wg
47707,sleep
26859,nice
11657,wtf lagg
34753,Im Spotted at E0!
25707,charioteer BOT
1688,come on poland
51566,was that a bot??
25106,gg
9613,I can stay here for the Base....
22226,i shot him
18473,lol
11599,wp
34116,dumb clowns
49519,idiooots
49068,win
1057,Im Spotted at E2!
35159,GG
3022,contender for worst tank in the game
13240,M53/M55 hit me
54583,СУ-8 hit me
28563,Tds
32506,togheter
40183,i cant spot
21673,light no shoot we need u
40321,good job
45948,gj
35391,we got time too
31073,gj
54188,ez
29587,Im Spotted at E0!
18217,he dead now
22868,gg
18037,Im Spotted at H9!
13899,I wil;l say it again OMG wz
32653,весь бой сучара стоял в кустах
28132,you can do it!!!
1623,Im Spotted at C8!
45009,lol
10872,ON ARTY
38576,Ow
6819,56
13908,or ya know not
43100,"don‘t buy gold, tanks or battlepass, wot stole all your money!!"
43266,sure.. if that is what you want to believe...
47267,Im Spotted at D6!
40717,blind shooting at me ;d
36021,xddd
1391,this tank is paper
27757,5 kasıcam
5496,je te suis
15606,o-i+++
7985,go now
19341,fu too
10917,kill all ge..y
37307,"gg CC, you were a beast"
28491,look at minimap!
21739,Bhuddist Christmas ?
11369,Enemy SPG <font color='#fe0e00'>gonzales_3 (Lorraine 155 mle. 50)
11465,"foch, you camp, and full ????"
16970,fucking light tank bullshit cammo
49578,gg Kran
24247,Wtf
47335,maš slabý armor ja mam lepší ty piča
8825,podjedz rozwalimy vk
50369,kids time again...
37061,Меня засветили в D6!
47967,ggggg
23197,this ought to be interesting lol
5646,why you pick
31203,gg
53491,not enymore
2025,omg
6628,lolollo
1214,gg :)
16707,"BZ 176 You are what happens when women drink during pregnancy.When I look at you, I wish I could meet you again for the first time... and"
52623,:D
45385,pastor do you get spotted all the time?
11337,idiots
42613,mvp
38857,hide in forest
7965,sorry
46793,Im Spotted at F6!
39300,spot
48565,stp drecksjude
28449,aim for the cross ?
17894,cry ;3
8429,700 hp
53564,nj
23625,gg
48772,u f dirty idiot
16777,far away from the cc
40134,nice
18322,theres stiull a second arty
8464,cap
47705,ru go
46957,ok
10884,gj
2917,arty shot from here
49223,fuckign ididot team
25668,"ayyy, arty"
39713,"MOVE,,"
51817,why am i spotting ?
32018,lets go!!!1
50617,7
17086,send some blindshoots here
6411,ns
29170,sry
23355,w
18251,our tds have good areas for shooting
22817,cap the enemy base
10079,ik
43916,oh well. fuck this map
37149,he will splash him look
10515,leckt mich doch am ar... nutzt irgendwer die karte???
39112,i go across field
21987,hf :)
10236,bro u can live right ?
37916,vc
2575,stupid e100
37024,hill is the way
48292,sending the video right now
18880,не иуспеет
50858,stupid morons in platoon 2
16663,"am send repley for WG, report KV-1"
28014,근데도 뒤서 깔짝대네
16886,gg
24510,i killed by cs63
22357,kokoti
13642,go outside the hills
10545,az komoly
2359,Im Spotted at A8!
46068,pushhhi
35575,im go
48889,ts cap
31031,maus reset
46451,gg
4973,together mongol kids
46405,idiot 260
33901,2 cracks so stupid
4067,7500
29912,how much dmg? either you or SU should have alot lol
45577,topplatoon 1
40638,obj 140 is out for a drive..
39648,just defend
32567,Im Spotted at C3!
37739,gg
23669,back t 32
34953,and tomatoe
21977,arty sleep XD
15834,сосут
36558,Засвет в квадрате C8!!!
2273,traffic jam blocked enter hill
8768,"dont scream help now, u bot"
13150,my life is complete
31549,wait
34396,wtf noob
20230,he is just a kid
1002,move your ace plebs
50795,please dont cap
13797,u are so lucky
24562,...
10106,gg
13963,Go ahead i know BS rigging by WG!!!
38831,gj!!
44562,в
37987,Im Spotted at F4!
47270,Im Spotted at E9!
36436,#ERROR!
31354,КОЛОБОК
40371,Im Spotted at C1!
9828,done shot
2863,\aammit
37021,"allez papy, focus stp"
7834,"right, so even more reason not to just sit there"
23299,you are the fcking toptier
8144,why dont move??
51786,красиво
51235,leo sleep
22624,375 goes off sid of mauschen
53713,as expected
29100,lets go
19554,12 kill and 1 more special medal
30640,tanks stinks
47842,ye
15479,passiv ahahah
43598,"VonBildstein (E 75), не мешай стрелять!"
18924,gg
49354,gg
31847,ога
28351,gg
26849,go 0 line
7604,какие же олени
15931,welc u r yeyrs
51869,fast
44681,:)
12017,vroom vroom :D
44357,E 75 SPOT
15573,char u full h
53009,artinoob?
14188,#ERROR!
24517,Bbrave arty!!
28375,8 rouds ledt plus slugs
8426,fack off
12431,another blind team with useless meds
16602,you are fk dump
29825,cap
42554,MOAN
31405,me
47984,wesh
8715,enemy team is trying to surrender
46197,GG
1231,shit
10117,retds
24766,they are probaly on top of the hill
14866,sby go to K3 pls
23139,O.K.
21184,dont
30016,wqrd
33136,wtf retards
52417,:/
32311,stop to play T29
48515,mi rekni co tam delá ta 10?
24564,what a bot xD
3266,Im Spotted at G4!
8168,ffs
33081,gg
13977,u trashs should go uninstall game
37004,cap
10679,next idiots
2551,you are **** italien
19096,looooool
12298,idiot
41706,play safe
5231,perhaps looking for enemy base?
44601,BZ super
25629,t100 lt hunt down the clown car
50250,light tank
51914,gj team
33428,I AM GOOD OR I AM GOOD?
17600,fulll teammm go go og og og o
8178,fucking imbecils
52232,Im Spotted at B6!
2787,ggwp amx
1542,gg!
2890,пж
9616,bc
13080,твари блять
5693,i stand corrected
46409,Im Spotted at G7!
4650,уже не первый раз такая хуйня
37888,GJ
35897,we had no backup from behind
13880,IDIOTI
33396,idiots.
53765,useless bz-58
52083,GG
42559,to front
44793,or 3?
27305,cant shoot
3682,all camp chjo
28086,КОЛОБОК
39169,gg
51198,xd fck shit mm
14748,gg
12999,аккуратно
48420,"RagnarGlor (Valentine), you're blocking my line of fire!"
7809,느려서 못갈듯
13816,gg
26672,gg
34782,atunci nu-l mai juca in plm
44895,баран
26088,gg
12534,wait vk
26677,hahaha
9263,ggs
11952,great
26934,рогатка сын шлюхи
8994,bruh i have cvs
48202,ape brain work hard ik
28826,gj
3037,fuck
19575,лт дуны ска постреляло дол баебина т92
2510,Im Spotted at H7!
3302,ggg
23130,Советчиков тьма а играл один
31760,light here
30678,crusader as soon arty get spotted go for GW
20049,no
16611,so i should die like top tier shit sconq
38892,"respect man, really"
43934,bc bad spot
8231,Bot
52763,gj
29191,new painting 430u ?
36760,XXXXXXDDDDDDDDDDDD
19380,grille mvp lol
51995,udes
35410,good
44990,i cant take any blast
53583,"hey team, just wanted to let you know that i might be dealing with some lag during this game."
8708,gg
33996,noobs
39243,gg
50492,Im Spotted at H5!
46638,wait for them
4899,average 279 enjoyer
5086,toilet
39747,gg
9328,haven't even been spotted
11018,Bin gespottet in J5!
48727,m53
18643,noob spot
33538,fu med shit move
6272,team lol :)
20594,Im Spotted at F5!
38300,spot
46007,CAP
6448,gg
41699,all Bastard camper A3
39835,rip the dream
11466,omfg
27201,cry more noob
20772,obj263 just shut up!
40975,nvm got one
47799,1-4 here
8705,going all in
38536,sry
35685,center?
1906,hihi
48822,wait char
25418,1 rounf left
18286,char sleep??
34129,FUCKING LEFFE
44317,moveeeeeeee
16186,ferdi
30946,bot idiotttttttttttttttt
46107,arty
11069,arty
8546,ty
33537,sofa soldier
26231,delete
29711,okwww
33362,anal kurwa
17553,thx
44031,"Du siehst mich, Ich seh Dich! D2!"
54365,noob
21028,said the pro
19836,hori TOP
27468,"Help me here C2, here is Beer for free!"
50948,buillshit
7132,Im Spotted at F6!
4906,gg
27455,КОНЧ Т103
32134,we was down
1029,i tracked him only
51551,gg
8494,"guys you can stay in double bush, i can spot it"
3748,Im Spotted at F9!
47745,I was hitted by him
40649,т95((
46079,ryly bro
49051,pussy
10595,?? have b??g d??ck
24312,Our Tier Xs really didn‘t do much and was getting crossfired from the 1-2 lines
43847,take 1 from the e 50 and kill him
28968,Nice 101Cap close
30991,RETARDS
26908,олень
22468,thx for help
44348,aryt
7278,here
1844,gj cap
14463,sry e50
25888,was tier 8 hard to get into?
27943,cheater
17113,gg
38090,cap
47007,430 II has Wn8 1 :D
12746,bad ping
29546,PLS
20879,wtf
14626,sry
52201,arty
6019,can someone push the amx ?
21912,gg
4452,what r u waiting
4820,strv spot
30549,Fully aimed shot on 432 went high :|
16240,goood spottter.... absolutely teh perfect ones.
33004,2 dings from rear
48519,gg all you camping heavies
1768,report carro p 88
52214,ı warned you rhino
23513,ст пля
47350,nice
20506,ok
29899,gg
47720,такой у нас народец
9543,Im Spotted at F0!
9581,shooting pixels lmao
24764,"rino, defend base"
36237,easy
7827,i got 2kill and 1300 hits
19291,"Thanks for the boost, BZ lol"
12402,ns
36528,стоит
